"","song_hotttnesss","end_of_fade_in","mode","time_signature","key","start_of_fade_out","year","duration","loudness","genre"
"83",0.549342331788,2.955,1,1,6,346.448,1999,359.6273,-10.609,"Punk"
"84",0.638297906423,0.16,1,4,4,229.825,2001,234.52689,-6.022,"Rap"
"85",0.392008771471,0.177,1,4,7,258.885,2005,290.97751,-15.546,"Country"
"86",0.546635488572,0,1,3,7,314.23,0,324.85832,-10.086,"Rock"
"87",0.334706549069,0.456,1,4,4,230.075,1992,235.41506,-5.492,"Rock"
"88",0.704963316972,0.212,0,4,4,224.177,2003,230.42567,-5.981,"Rock"
"89",NA,0.346,1,1,4,188.943,1927,188.94322,-17.714,"Blues"
"90",NA,0.073,1,4,1,252.204,2006,260.54485,-5.202,"Electronic"
"91",0.631600818089,0.276,1,4,4,187.582,2000,197.19791,-29.75,"Jazz"
"92",0.597640797715,0.238,1,5,5,275.528,2001,280.21506,-3.306,"Metal"
"93",0.678235925409,0,1,4,10,216.195,1998,222.09261,-7.974,"Rap"
"94",0.591758450824,0.183,1,1,0,275.418,2003,283.74159,-11.766,"Rock"
"95",0.747754815505,3.413,0,4,6,200.789,2005,212.29669,-3.753,"Rock"
"96",0.558997327039,0,1,3,11,147.603,2004,149.91628,-8.225,"Rap"
"97",0.554384121184,0,1,4,0,256.592,2009,280.24118,-9.074,"Electronic"
"98",NA,0.125,0,4,9,132.737,0,138.4224,-4.994,"Country"
"99",0.407901717218,0,0,4,9,279.319,1999,286.24934,-9.033,"Rock"
"100",0.680334934556,0,0,3,4,347.846,2002,347.84608,-6.774,"Pop"
"101",0.514753324338,0,0,4,10,219.173,2006,225.64526,-4.442,"Rock"
"102",NA,0.119,1,4,11,211.569,1989,215.11791,-5.945,"Rock"
"103",NA,0.224,1,4,9,152.816,1968,159.60771,-13.592,"Country"
"104",0.66846625787,0.976,1,5,7,200.899,0,209.99791,-6.186,"Rock"
"105",0.691042545586,0,0,4,9,215.208,1999,218.61832,-2.599,"Metal"
"106",0.215080318509,0,1,1,5,248.79,1989,248.78975,-11.814,"Rock"
"107",0.629071835595,0,1,4,7,323.186,2007,323.18649,-4.238,"Metal"
"108",0.323112120895,0.183,1,4,7,250.358,2002,269.73995,-7.462,"Rock"
"109",0.589637891359,0,0,4,9,85.263,1983,85.26322,-9.614,"Punk"
"110",0.663124801396,0.078,1,4,4,267.685,2008,271.85587,-4.002,"Electronic"
"111",NA,1.46,1,4,6,269.328,1999,275.69587,-6.518,"Pop"
"112",NA,0.119,1,4,2,246.213,0,259.68281,-18.184,"Country"
"113",0.653306677871,0,1,4,5,417.671,2004,417.67138,-7.865,"Reggae"
"114",0.426223508159,0.062,1,5,2,180.024,1977,189.30893,-7.54,"Rock"
"115",NA,0.148,1,4,4,257.248,1995,263.8624,-5.498,"Rock"
"116",NA,0.647,1,4,0,287.277,1983,298.89261,-6.375,"RnB"
"117",0.666532379094,0,1,4,9,181.481,2007,189.75302,-5.991,"Rock"
"118",0.589946218654,0.149,0,4,7,175.299,1994,194.40281,-6.942,"Rock"
"119",0.702289777172,0.241,1,4,11,172.141,2004,174.602,-4.022,"Rock"
"120",0.693478470767,0.061,1,1,6,180.251,1996,184.2673,-10.72,"Blues"
"121",0.697241445138,0.119,1,4,11,315.31,1969,324.70159,-11.359,"Rock"
"122",0.650405807903,0,0,4,10,214.698,2000,223.52934,-5.304,"Pop"
"123",0.58090087381,0,1,4,9,169.059,2007,173.37424,-5.516,"Metal"
"124",NA,0.147,1,4,0,190.346,2003,195.5522,-6.675,"Latin"
"125",0.413752421598,0.374,1,4,7,154.749,1992,159.34649,-16.163,"Jazz"
"126",0.460484844986,1.483,1,3,2,216.178,1972,221.962,-28.946,"Blues"
"127",0.667410874306,0,1,4,1,248.413,1999,260.33587,-5.869,"Rap"
"128",0.400039656955,0,1,1,5,227.097,2002,238.47138,-3.947,"Rap"
"129",0.474054830931,2.345,1,3,7,289.21,1981,308.94975,-14.178,"Rock"
"130",0.719747140996,3.257,1,1,8,229.767,1986,237.13914,-8.591,"Rock"
"131",0.615699366933,2.368,1,4,9,284.311,1995,312.13669,-7.207,"Rock"
"132",NA,3.32,1,4,3,461.926,2008,472.45016,-3.258,"Metal"
"133",0.463489662237,0,1,1,7,159.655,0,163.29098,-5.084,"Rock"
"134",0.637783285652,3.268,1,4,0,102.806,1999,108.40771,-6.695,"Rock"
"135",0.616433817983,0.206,1,4,7,133.863,2007,144.03873,-3.942,"Rock"
"136",0.71839133029,2.148,1,3,3,192.789,2009,204.40771,-2.192,"Punk"
"137",0.578658187757,0.302,0,4,11,120.796,1987,125.90975,-9.96,"Metal"
"138",0.603030144794,0.198,1,4,2,197.671,2003,208.32608,-6.067,"Blues"
"139",NA,0,1,3,4,274.187,2007,295.23546,-6.163,"Metal"
"140",NA,0,0,4,7,228.989,2008,228.98893,-3.257,"Rock"
"141",0.718485474655,0,1,4,7,191.872,2004,195.29098,-7.163,"Rock"
"142",0.492713639573,0.158,1,3,2,241.795,2007,253.67465,-7.442,"Rock"
"143",0.603024581456,15.488,1,4,7,245.133,2007,277.99465,-8.878,"Rock"
"144",0.618904418185,0,0,3,6,130.525,2004,136.98567,-5.654,"Rock"
"145",NA,0.098,1,3,2,224.804,1970,232.64608,-19.991,"Country"
"146",0.662826892744,3.355,0,4,6,207.128,2004,224.62649,-5.627,"Rap"
"147",0.215080318509,0.386,0,4,0,184.662,1995,194.61179,-7.683,"Jazz"
"148",0.553166753501,0,1,4,2,202.96,2004,217.10322,-5.75,"Rock"
"149",0.642859588607,0.154,1,4,11,208.132,2009,215.74485,-6.81,"Rock"
"150",NA,2.914,1,4,2,344.752,2008,351.32036,-7.168,"Electronic"
"151",NA,0.13,0,3,11,180.86,2002,196.62322,-14.301,"Country"
"152",0.649675061783,0,1,4,5,253.806,1996,259.76118,-10.175,"Pop"
"153",0.419125892959,0.09,0,4,6,229.622,0,242.15465,-3.38,"Rap"
"154",0.664286934327,0.189,1,4,7,191.947,1995,191.9473,-7.711,"Rock"
"155",0.215080318509,0.345,1,4,7,250.392,0,265.97832,-5.425,"Rock"
"156",0.405115721691,0,0,7,3,443.689,2007,443.68934,-6.465,"Metal"
"157",0.476435219643,0.346,1,4,3,241.993,2004,252.86485,-10.468,"Folk"
"158",0.382935090075,3.268,1,4,2,185.94,1977,194.97751,-9.769,"Rock"
"159",NA,2.763,1,4,8,198.583,2006,209.162,-7.078,"Rock"
"160",0.619305881115,0.183,1,5,5,229.198,0,238.41914,-7.404,"Rock"
"161",NA,0.385,0,4,2,154.305,2000,154.30485,-8.328,"Rap"
"162",0.776350976442,0,0,4,2,287.672,0,296.95955,-4.854,"Rock"
"163",0.928367113414,0.148,1,1,3,136.319,1962,145.162,-6.643,"RnB"
"164",NA,0.142,1,4,2,161.472,2004,166.29506,-6.467,"Rock"
"165",NA,15.018,1,4,0,299.619,0,313.70404,-12.679,"Rock"
"166",0.819642710906,0,1,3,6,177.046,2006,189.70077,-12.1,"Pop"
"167",0.459127718156,3.663,1,4,3,394.043,1999,399.882,-10.648,"Rock"
"168",0.563246899281,0.345,0,4,6,221.931,2001,225.48853,-4.947,"Pop"
"169",NA,2.926,0,3,0,194.769,2003,206.81098,-3.738,"Pop"
"170",0.266955186276,0.09,1,4,11,277.812,0,277.81179,-5.431,"Rock"
"171",0.590951393491,0.519,1,4,7,191.025,1995,200.75057,-11.448,"Rock"
"172",0.620923592524,0,1,4,5,75.9,2004,80.53506,-6.855,"Rap"
"173",NA,0.079,1,1,6,158.174,1968,168.01914,-11.803,"RnB"
"174",0.67569680729,0.13,1,4,0,298.969,1971,307.722,-8.392,"Rock"
"175",0.800849690884,7.297,0,4,4,198.177,0,201.03791,-4.65,"Rock"
"176",0.345802233965,0,1,4,0,171.508,1977,188.96934,-12.193,"Country"
"177",0.415049772316,0,1,1,2,335.333,1987,335.33342,-5.763,"Rock"
"178",0,0.166,1,4,2,348.775,2006,356.54485,-10.06,"Rock"
"179",0.437036204112,2.188,1,4,10,262.373,0,262.37342,-11.291,"Latin"
"180",0.71611447149,2.606,1,3,10,175.514,2009,180.13995,-4.422,"Rock"
"181",0.652878392476,0.171,1,1,7,136.638,1994,143.64689,-11.661,"Punk"
"182",0.474054830931,0.496,1,4,1,189.57,1997,189.57016,-3.492,"Metal"
"183",0.671756385802,0.27,1,4,2,203.395,2009,212.92363,-5.429,"Rock"
"184",0.3759843015,6.751,1,4,0,156.723,1996,165.40689,-12.987,"Rock"
"185",0.434838090261,0,1,5,0,167.729,1989,171.10159,-6.176,"Reggae"
"186",NA,0.293,1,1,3,189.219,1994,195.3171,-13.141,"Country"
"187",0.556160463714,0,0,4,11,222.275,2001,222.27546,-6.338,"Metal"
"188",0,3.791,1,3,4,161.773,0,168.48934,-10.38,"Country"
"189",NA,0.183,1,3,4,164.148,1964,172.72118,-7.343,"Rock"
"190",0.661061378127,0.067,1,4,0,167.445,2004,171.72853,-5.92,"Rap"
"191",NA,0,1,4,2,501.054,1991,501.05424,-8.508,"Rock"
"192",0.62676091689,0.38,1,3,0,514.049,1994,528.14322,-12.797,"Blues"
"193",0.918534291444,0.334,1,4,2,179.664,2010,196.20526,-7.045,"Rock"
"194",0.799499551073,0,1,4,4,211.656,2009,225.67138,-12.637,"Rock"
"195",0,0.125,1,7,1,227.552,0,227.5522,-5.355,"Reggae"
"196",0.549342331788,0.2,1,4,0,209.572,2003,216.92036,-8.238,"Pop"
"197",NA,2.218,1,1,10,71.21,1984,78.96771,-21.997,"RnB"
"198",0.427446571488,0.102,0,4,10,225.495,2007,233.42975,-6.209,"Pop"
"199",0.531722098421,0.403,1,4,9,153.925,1988,159.60771,-9.224,"Rock"
"200",0.494469709267,0.125,1,4,1,241.458,2006,254.51057,-4.952,"Rock"
"201",0.499664862131,0.104,1,5,10,219.649,2006,225.20118,-3.198,"Pop"
"202",NA,14.518,1,4,2,301.552,1999,323.7873,-6.994,"Rock"
"203",0.64995040848,0,1,4,7,267.476,2004,276.45342,-6.51,"Metal"
"204",0.718179790084,0.172,0,3,4,80.167,2005,82.85995,-19.368,"Rock"
"205",0.556739869246,0,1,4,10,167.277,2003,170.84036,-2.323,"Rock"
"206",NA,0.299,0,4,11,198.089,0,207.17669,-6.186,"Rock"
"207",0.656280958239,0,1,4,10,299.508,2007,317.36118,-4.061,"Rock"
"208",0.439654659707,5.317,1,4,10,218.506,1991,237.45261,-13.486,"Reggae"
"209",NA,0.397,1,1,5,268.301,0,271.22893,-10.913,"Blues"
"210",0.405115721691,0.214,1,4,2,143.941,0,149.18485,-7.848,"Rock"
"211",NA,0.49,1,4,9,391.872,2008,409.96526,-2.93,"Rock"
"212",0.566339489582,0,0,3,4,219.794,2006,233.66485,-11.104,"Rock"
"213",NA,0.188,0,4,6,243.287,2000,247.562,-6.57,"Rap"
"214",0.927112121976,2.519,1,4,1,223.266,2008,227.70893,-8.901,"Rock"
"215",0.228473729778,0.113,1,5,4,260.777,0,274.78159,-5.958,"Rap"
"216",0.434838090261,0.084,0,4,4,175.525,2006,184.00608,-2.895,"Rock"
"217",0.535106024898,7.007,0,1,1,196.545,2003,210.54649,-12.26,"Rock"
"218",0.715511707357,0,0,4,2,136.214,2009,140.40771,-4.459,"Rock"
"219",0.638646722896,0.119,1,4,8,211.598,2005,219.81995,-3.67,"Rock"
"220",0.553766592458,0,1,5,6,120.868,2000,120.86812,-6.72,"Rap"
"221",0.689572198519,2.322,1,4,9,217.641,2008,229.45914,-3.8,"Rock"
"222",0.813003555784,2.02,1,4,7,277.211,2000,289.30567,-2.973,"Rap"
"223",0.658202537014,0,1,4,4,141.56,2001,153.33832,-5.92,"Rock"
"224",NA,0,1,4,7,404.584,1996,404.58404,-8.087,"Rock"
"225",0.659300406054,0.531,1,4,4,219.458,1995,222.30159,-7.3,"Rock"
"226",NA,0.102,0,3,10,439.478,1994,441.96526,-6.962,"Electronic"
"227",0.386790177139,0.27,1,4,7,173.099,2005,184.55465,-8.7,"Pop"
"228",0.494489517502,0,0,7,10,253.301,2000,265.61261,-5.145,"Metal"
"229",0.629493247487,0.328,0,1,4,269.903,1993,273.78893,-10.27,"Latin"
"230",0.454192988218,0.357,1,4,8,258.664,1995,261.79873,-7.51,"Metal"
"231",NA,0.194,1,4,2,202.879,1998,210.07628,-8.522,"Rock"
"232",0.65152315657,0.142,1,4,7,197.277,0,204.25098,-5.145,"Rock"
"233",0.730009842997,5.358,0,4,5,250.955,1986,269.94893,-4.357,"Pop"
"234",0.667279494157,0.375,0,4,5,249.388,2003,260.20526,-6.259,"RnB"
"235",0.635164597961,0.078,1,4,9,146.588,2007,148.92363,-4.912,"Rock"
"236",0.631600818089,0.078,1,4,5,215.911,2001,228.62322,-4.739,"Rock"
"237",0.3759843015,0.108,1,5,3,287.794,0,291.13424,-12.446,"Jazz"
"238",0.581493637152,0.073,1,1,4,204.138,1981,217.96526,-10.011,"Rock"
"239",NA,0,1,4,1,195.889,2003,200.38485,-5.167,"Rap"
"240",NA,0,1,4,7,148.225,1983,151.37914,-12.581,"Country"
"241",0.604788515719,0.461,1,4,7,128.496,0,128.49587,-4.625,"Rock"
"242",0.405115721691,0.428,1,4,7,329.59,2000,340.50567,-13.807,"World"
"243",NA,0,1,4,11,508.969,0,508.96934,-4.277,"Rock"
"244",NA,0.421,1,4,9,191.402,1986,210.46812,-13.644,"Country"
"245",0.679686054744,0.177,1,5,2,341.769,2005,380.682,-7.736,"Rock"
"246",NA,0.259,1,4,4,136.661,2006,145.55383,-5.603,"Punk"
"247",0.42530424172,8.702,0,4,4,264.202,0,289.59302,-5.247,"Rock"
"248",0.548678055568,0.142,1,3,11,412.758,2005,419.68281,-6.407,"Metal"
"249",0.613045835768,2.554,1,5,0,216.874,0,244.74077,-12.121,"World"
"250",0.733549593663,3.512,1,4,0,278.558,0,289.2273,-5.676,"Rock"
"251",0.443291311905,0.427,0,3,4,476.7,2002,515.36934,-4.694,"Rock"
"252",NA,0.142,0,5,9,277.885,1983,313.70404,-14.361,"Rock"
"253",0.574693297085,0.177,1,4,9,262.844,1978,278.96118,-5.563,"Rock"
"254",0.674436803901,3.454,1,4,7,306.556,2009,316.96934,-7.896,"Rock"
"255",0.485122364102,0,1,5,6,266.437,1995,278.54322,-11.958,"Country"
"256",0.427446571488,0.286,1,4,7,142.646,1988,151.01342,-10.133,"Rock"
"257",0.514298331265,0.16,1,7,0,386.984,1999,391.02649,-7.078,"Metal"
"258",0.400039656955,0.247,1,4,7,238.782,1999,257.2273,-8.086,"Pop"
"259",0.542307526169,0,0,4,5,230.284,2002,235.04934,-9.642,"Rap"
"260",0.492713639573,0.085,1,3,0,178.033,1998,181.18485,-7.301,"Latin"
"261",0.215080318509,0.148,1,3,10,245.232,0,254.35383,-6.367,"Blues"
"262",0.720431538474,0,0,4,2,191.216,2007,203.91138,-3.237,"Rock"
"263",0.643478685608,0.113,0,4,9,165.605,2009,176.43057,-2.741,"Rock"
"264",NA,0.305,1,4,2,223.312,1999,231.73179,-6.378,"Rock"
"265",0.600471580614,0.061,0,4,2,166.429,2007,175.80363,-5.911,"Rock"
"266",0.407233014901,0,0,4,4,262.246,0,280.81587,-12.346,"Rock"
"267",NA,0.241,0,1,2,297.001,1967,309.52444,-18.581,"Jazz"
"268",0.572593044816,0,1,4,0,72.464,1991,84.63628,-18.7,"Rap"
"269",0.810263613156,0.322,1,4,2,258.305,2002,274.41587,-7.446,"Rock"
"270",0.574693297085,0,1,1,9,166.487,2001,171.59791,-4.029,"Metal"
"271",0.636635971004,2.734,0,4,6,293.245,1995,298.00444,-5.16,"Rap"
"272",0.598242154868,0,1,4,10,326.06,1997,332.93016,-8.416,"Rock"
"273",NA,2.258,1,4,1,74.449,1959,80.03873,-13.136,"Country"
"274",NA,0,1,3,10,274.408,0,283.66322,-7.589,"Rock"
"275",0.629212710065,0.136,1,4,2,212.579,2007,220.70812,-3.868,"Rock"
"276",NA,0.369,1,4,9,224.293,0,237.60934,-5.88,"Rock"
"277",NA,0,0,4,4,172.303,0,172.30322,-6.485,"Rock"
"278",0.645131437241,0.229,0,1,1,100.833,1999,104.93342,-5.625,"Rap"
"279",NA,0,1,7,4,164.368,1984,169.53424,-5.914,"Reggae"
"280",0.523166108211,3.291,1,4,7,216.213,2001,222.92853,-5.057,"World"
"281",0,1.221,1,4,9,246.044,0,254.58893,-16.261,"Country"
"282",0.640684030349,0,1,4,1,387.634,1989,398.44526,-9.244,"Rock"
"283",0.60455448492,0,1,1,2,127.477,2006,127.4771,-2.445,"Rock"
"284",0.621126117018,0.258,1,4,0,76.788,1997,79.93424,-22.214,"Rap"
"285",0.581987156689,0,0,4,6,225.303,2009,228.38812,-5.98,"Pop"
"286",0.613652202066,0.286,1,1,8,144.782,1995,149.36771,-12.625,"Rock"
"287",NA,0,1,4,9,207.569,2000,207.56853,-11.622,"Rock"
"288",0.386790177139,0.318,1,4,5,208.718,1989,219.76771,-16.205,"Rap"
"289",0.511424325686,0.334,0,4,10,218.25,2000,235.65016,-3.053,"Rock"
"290",0.471578247701,0,1,3,4,210.686,2006,219.89832,-3.926,"Rock"
"291",0.266955186276,0,0,5,9,313.934,1975,319.00689,-14.886,"Rock"
"292",NA,2.961,1,4,5,269.886,1988,283.24526,-6.951,"Rock"
"293",0.67307443495,2.038,1,4,2,151.005,2007,163.00363,-4.993,"Pop"
"294",0.590860298106,0.195,1,3,7,169.14,2003,180.03546,-8.537,"Rock"
"295",0.265861049211,0,1,4,4,261.149,0,265.58649,-8.723,"Jazz"
"296",0.627608602781,0.085,0,4,11,113.766,2005,119.7971,-5.535,"Rock"
"297",0.596300263968,0,0,3,2,150.988,0,159.76444,-10.012,"Metal"
"298",0.474054830931,0,1,4,1,237.583,0,237.58322,-2.664,"Rap"
"299",NA,0,0,4,9,185.939,2003,185.93914,-6.738,"Rock"
"300",0,0.165,1,4,8,212.103,2001,231.54893,-9.781,"Rock"
"301",0.272245680006,0.067,1,4,2,194.99,2008,200.35873,-4.793,"Rock"
"302",0.358534975922,0.177,1,1,5,182.793,1996,189.3873,-16.111,"Blues"
"303",NA,0.288,1,4,2,247.728,1992,257.25342,-4.925,"Pop"
"304",NA,0,1,4,6,196.499,2005,204.5122,-11.38,"Rap"
"305",0.419125892959,0.142,0,4,1,265.184,1994,283.89832,-7.275,"RnB"
"306",0.704098839005,0,1,4,2,248.581,1991,251.14077,-10.086,"Rap"
"307",0.565666582199,3.077,0,4,11,219.852,2007,225.27955,-6.205,"Rock"
"308",0.709909937453,17.09,1,4,1,459.337,2006,459.33669,-7.57,"Rock"
"309",0.9102250755,0.173,1,1,7,156.415,2003,168.82893,-6.538,"Rock"
"310",NA,0.45,1,4,1,183.089,1975,192.57424,-7.98,"Pop"
"311",0.601463139507,0.212,0,3,2,151.011,1992,163.13424,-9.429,"Rock"
"312",0.427446571488,0.334,0,4,4,121.574,2001,125.67465,-9.089,"Country"
"313",0.476435219643,0.444,1,4,7,294.963,1996,315.08853,-9.29,"Rock"
"314",0.543788272501,0,0,4,10,152.764,2006,161.51465,-5.095,"Rap"
"315",0.453713666693,0.322,0,4,0,181.725,0,195.70893,-4.222,"RnB"
"316",NA,2.014,0,4,10,229.883,2000,236.2771,-2.801,"Pop"
"317",0.503752061361,0,0,4,4,323.512,0,327.6273,-4.283,"Rock"
"318",0.79361366761,0.224,1,4,8,224.81,2002,245.02812,-4.675,"Rock"
"319",NA,0.473,0,4,5,373.696,2009,397.60934,-7.038,"Rap"
"320",0.518759897997,5.445,1,4,0,288.496,2008,300.01587,-5.663,"Metal"
"321",NA,0.148,1,4,3,228.27,2005,241.65832,-9.635,"RnB"
"322",0.52273326078,0.684,0,4,4,267.453,2005,273.00526,-6.728,"RnB"
"323",0.588922167556,0,0,4,4,553.332,1990,573.67465,-17.629,"New Age"
"324",0.682204661511,0,0,1,11,347.638,2004,352.49587,-5.827,"Metal"
"325",0.774004274306,2.264,0,4,1,231.329,2004,249.05098,-15.775,"Electronic"
"326",0.66249316082,1.468,1,4,7,165.309,1994,176.5873,-15.608,"Blues"
"327",0.445454525493,0.218,0,4,11,230.963,1978,247.95383,-17.664,"Rock"
"328",NA,0,1,3,2,188.5,1996,197.53751,-4.347,"Rock"
"329",NA,0.217,0,4,10,266.252,0,280.65914,-9.923,"RnB"
"330",0.668601100986,0.125,1,4,0,230.023,2005,235.98975,-8.298,"RnB"
"331",NA,0,0,4,4,242.155,2004,242.15465,-8.702,"Reggae"
"332",0.52549711888,0.218,1,4,3,249.255,2008,260.51873,-6.857,"Country"
"333",0.693996934081,0.078,1,1,2,259.297,2004,262.89587,-7.628,"Metal"
"334",0.531722098421,0,1,4,5,294.702,1992,320.44363,-11.415,"Rock"
"335",NA,0.345,1,4,4,141.038,1990,145.13587,-12.653,"Country"
"336",0.518759897997,0.305,0,4,0,145.131,0,154.74893,-9.059,"Country"
"337",0.591754160596,0.167,1,4,1,255.843,2003,255.84281,-7.532,"Rap"
