tid,song_hotttnesss,end_of_fade_in,mode,time_signature,bars_start,key,start_of_fade_out,year,duration,loudness,tempo,title,artist_name
TRAGKUI128F92F4698,0.514298331265,0.16,1,7,[1.05205 4.81523 8.61103 12.36353 16.04981 19.68575 23.62434 27.27493 30.7999 34.48865 38.11065 41.80947 45.67995 49.3125 52.97811 56.59451 60.39125 64.2105 67.97602 71.75119 75.63655 79.40759 82.97003 86.61148 90.24291 93.85523 97.40811 100.95456 104.46859 108.0753 111.57847 115.10204 119.01938 122.87971 126.66129 130.51147 134.41499 138.28555 142.16471 146.0674 149.95779 153.91496 157.96089 161.87805 165.93221 170.0862 173.96465 177.93705 182.01681 186.06327 190.07428 193.93763 197.76085 201.45861 204.68437 207.98591 211.34929 215.17477 219.00629 222.79908 226.66795 229.91818 233.28242 237.06593 240.52085 244.14804 248.01137 251.84289 255.68824 259.45613 263.30149 267.07629 270.87577 274.67364 278.53439 282.34028 286.10736 289.89806 293.72228 297.53994 301.35525 305.24151 308.90704 312.48112 316.01743 319.48212 323.08736 326.6621 330.28908 333.8638 337.67557 341.74951 345.84924 349.83593 353.70731 357.63287 361.45056 365.33557 369.58037 373.62432 377.41781 381.35291 385.26693],0,386.984,1999,391.02649,-7.078,110.897,Guided By History,Mithotyn
TRAGLFE128F428566B,0.400039656955,0.247,1,4,[1.45327 3.70732 5.9727 8.23876 10.49698 12.75534 15.02353 17.28817 19.55133 21.81153 24.08344 26.34578 28.61184 30.87365 33.13321 35.39968 37.66007 39.92333 42.19364 44.46112 46.71939 48.98374 51.24334 53.51361 55.77466 58.04655 60.30842 62.57146 64.8364 67.10046 69.36522 71.62188 73.88335 76.14856 78.42198 80.68684 82.94864 85.21517 87.47526 89.73673 91.99687 94.26223 96.51704 98.78009 101.05871 103.32815 105.58635 107.83308 110.10366 112.37901 114.64852 116.9068 119.16509 121.42547 123.6962 125.96872 128.23235 130.48374 132.75299 135.03651 137.70832 139.98481 142.23528 144.49701 146.76942 149.03034 151.29748 153.56694 155.83616 158.1035 160.36357 162.6261 164.88702 167.14702 169.40684 171.66644 173.92835 176.18764 178.4603 180.72522 182.99322 185.25177 187.51799 189.77788 192.03865 194.30727 196.56886 198.83473 201.10124 203.36838 205.63693 207.89074 210.14489 212.42251 214.6935 216.95248 219.21301 221.47162 223.73706 226.00657 228.26872 230.52548 232.78972 235.06081 237.32643 239.58713 241.8484 244.11666 246.38316 248.65233 250.91731],7,238.782,1999,257.2273,-8.086,105.994,Au Bout De La Marelle,Patrick Bruel
TRAGLSU128F145FFB2,0.542307526169,0.0,0,4,[0.86772 3.6063 6.75171 9.57652 12.25804 14.87531 17.58991 20.2633 22.94567 25.54613 28.07296 30.60405 33.90545 36.5628 39.17513 41.77293 44.26986 46.36563 48.87089 51.49305 54.11522 56.80278 59.55575 62.14016 64.78534 67.24173 69.5101 72.16669 74.42027 76.48729 79.06081 81.89306 84.59483 87.13572 89.76367 92.18023 94.68767 97.31724 101.16238 103.79505 106.44038 112.06687 114.7063 116.94293 119.80068 121.8791 124.54706 127.3059 129.97884 132.65352 135.5829 138.52781 141.18653 143.83794 146.51646 149.05776 151.70753 154.39147 156.95997 159.61371 162.20204 164.84168 167.50733 170.1704 172.84329 175.49862 178.16504 180.6659 184.32996 186.82401 189.45322 191.76297 194.14782 196.80922 199.48206 204.19183 207.03147 209.7141 212.35918 215.03365 217.71628 220.38258 222.63755 224.76301 226.85263 229.54736],5,230.284,2002,235.04934,-9.642,90.507,Heaven Only Knows,K-OS
TRAGMXK128F9305A50,0.492713639573,0.085,1,3,[1.13595 2.61675 4.0459 5.50777 6.97052 8.45598 9.94144 11.35424 12.79127 14.24285 15.7114 17.18542 18.64315 20.11489 21.59654 23.08561 24.57056 26.06274 27.53715 29.00984 30.47582 31.95336 33.43254 34.88368 36.34472 37.82637 39.3059 40.78171 42.25698 43.73786 45.23216 46.72372 48.20614 49.68952 51.17467 52.64603 54.10434 55.57593 57.05596 58.57106 60.06722 61.55268 63.05332 64.58247 66.05815 67.54791 69.03113 70.5018 71.964 73.43671 74.90251 76.37188 77.85142 79.34011 80.82265 82.29343 83.76162 85.23561 86.71758 88.19128 89.66003 91.13828 92.61007 94.08478 95.56283 97.04391 98.51188 99.96578 101.43789 102.92324 104.40249 105.86872 107.33525 108.81584 110.32499 111.82027 113.29817 114.76532 116.23682 117.71855 119.22459 120.71987 122.36893 123.85444 125.33995 126.86586 128.3777 129.87933 131.35061 132.82432 134.48834 135.97385 137.45936 138.95359 140.49357 141.98427 143.4639 144.9371 146.40176 147.8689 149.33439 150.79987 152.27861 153.76975 155.24815 156.73325 158.20951 159.67955 161.13754 162.59591 164.06448 165.54079 167.0143 168.49342 169.9672 171.44862 172.9358 174.4272 175.92737],0,178.033,1998,181.18485,-7.301,121.764,De Onda,Bersuit Vergarabat
TRAGNAX128F9313AE8,0.215080318509,0.148,1,3,[0.30327 1.38594 2.46861 3.53893 4.60644 5.67113 6.73846 7.80872 8.88434 9.95643 11.03315 12.10552 13.18138 14.26923 15.34947 16.42145 17.32574 18.1336 18.94047 20.01433 21.08056 22.15076 23.21517 24.27331 25.35275 26.4209 27.48742 28.55882 29.63466 30.6981 31.76874 32.83454 33.83081 34.75754 35.70538 36.77198 37.82783 38.62997 39.42473 40.30239 41.36625 42.43238 43.4357 44.43551 45.49552 46.58714 47.65621 48.71409 49.81924 50.87404 51.73399 52.80607 53.88055 54.95682 56.02337 57.0868 58.15662 59.22354 60.31149 61.38552 62.46532 63.53437 64.60828 65.67299 66.73867 67.79162 68.86902 69.94616 71.02302 71.99374 72.79875 73.8453 74.89446 75.96047 77.02535 78.09105 79.1646 80.22989 81.30936 82.37522 83.4329 84.49295 85.55892 86.61777 87.68006 88.7398 89.78368 90.82756 91.88293 92.96048 94.03977 95.12188 96.19675 97.28107 98.3618 99.42534 100.4732 101.50415 102.57761 103.48554 104.50371 105.57294 106.62858 107.69402 108.75715 109.83266 110.92717 112.05186 113.16733 114.27018 115.37635 116.48325 117.59094 118.70152 119.81066 120.90868 122.004 123.09893 124.19026 125.26337 126.32426 127.39035 128.46604 129.55729 130.65726 131.75049 132.83998 133.93294 135.02546 136.11485 137.21249 138.30789 139.40049 140.49712 141.5797 142.64599 143.71523 144.8139 145.90009 147.17288 148.21313 149.26717 150.26337 151.22744 152.20181 153.28598 154.36603 155.46283 156.5532 157.6496 158.73856 159.82887 160.9185 162.00921 163.09187 164.17629 165.25187 166.33831 167.33617 168.15525 168.96843 170.07462 170.84438 171.63833 172.43512 173.31409 174.32776 175.37858 176.43824 177.32387 178.20995 179.28908 180.36456 181.4364 182.52059 183.61562 184.71242 185.64424 186.51691 187.47419 188.53739 189.61474 190.53672 191.34824 192.24484 193.31708 194.38939 195.43196 196.54196 197.63905 198.73488 199.78747 200.88427 201.94747 203.02128 204.0774 205.12114 206.18139 207.28788 208.40032 209.55305 210.63715 211.69327 212.76354 213.82674 214.86871 215.67545 216.48028 217.49137 218.59295 219.66078 220.69125 221.75622 222.82178 223.87967 224.94851 226.01735 227.0903 228.15781 229.20862 230.26475 231.30318 232.34339 233.38713 234.45563 235.54005 236.61032 237.67352 238.74334 239.81497 240.89676 241.96704 243.06915 244.1564 245.22971 246.3071 247.38032 248.43822 249.49611],10,245.232,0,254.35383,-6.367,168.36,That's How Strong My Love Is,Doyle Bramhall
TRAGNBQ128F149CB93,0.720431538474,0.0,0,4,[0.6299 2.35092 4.0581 5.76954 7.47565 9.17219 10.87489 12.57654 14.28028 15.98705 17.68802 19.39099 21.09599 22.79788 24.50322 26.20666 27.9111 29.6088 31.31199 33.01262 34.71629 36.42277 38.11947 39.81704 41.53747 43.24078 44.92529 46.63054 48.33823 50.04437 51.75338 53.45497 55.15207 56.86225 58.5686 60.26657 61.96333 63.65974 65.36302 67.06811 68.77286 70.47409 72.18131 73.88559 75.5873 77.29228 78.99187 80.68509 82.39156 84.09698 85.8066 87.51041 89.21269 90.91313 92.61622 94.31775 96.01587 97.71875 99.42899 101.13239 102.8328 104.53464 106.2418 107.94958 109.65319 111.34894 113.05122 114.76699 116.46781 118.15884 119.85678 121.56297 123.27702 124.97738 126.67821 128.38531 130.08755 131.78033 133.47411 135.1723 136.87842 138.58014 140.28243 141.98287 143.68679 145.39307 147.09244 148.7962 150.50546 152.20158 153.90165 155.60747 157.31002 159.01155 160.72516 162.44652 164.14628 165.83719 167.54124 169.24728 170.94993 172.64948 174.34026 176.05275 177.76817 179.4708 181.16704 182.87896 184.57819],2,191.216,2007,203.91138,-3.237,140.878,The Carpal Tunnel Of Love,Fall Out Boy
TRAGNGY12903C9CD76,0.643478685608,0.113,0,4,[0.60678 2.3188 4.03469 5.74629 7.46407 9.17569 10.87754 12.58148 14.29313 16.01371 17.72785 19.44224 21.15977 22.88194 24.60242 26.31526 28.02909 29.73962 31.44772 33.15973 34.86987 36.58696 38.29592 40.00871 41.7286 43.44227 45.1556 46.8654 48.5842 50.30227 52.01698 53.73349 55.4435 57.15263 58.87041 60.59036 62.30849 64.01824 65.72925 67.43663 69.15393 70.87072 72.58354 74.29916 76.01905 77.73156 79.44235 81.15116 82.85998 84.57475 86.29752 88.01513 89.7347 91.44486 93.15547 94.86685 96.58553 98.29628 100.00587 101.72389 103.44313 105.15315 106.86272 108.57171 110.28149 112.00117 113.71974 115.43738 117.14887 118.85898 120.57371 122.28675 124.01161 125.81288 127.53811 129.2445 130.95658 132.61755 134.31074 136.0238 137.73223 139.44493 141.15521 142.86509 144.58367 146.29756 148.00497 149.7144 151.43212 153.15044 154.86577 156.57455 158.29665 160.00778 161.71277 163.41789 165.12623 166.89074],9,165.605,2009,176.43057,-2.741,140.111,Coming Undone,Tantric
TRAGOVG128F42A963D,nan,0.305,1,4,[0.71928 2.90556 5.08876 7.27105 9.45369 11.63646 13.8191 16.002 18.18149 20.34771 22.51562 24.69164 26.85347 29.02642 31.20681 33.39962 35.59972 37.79656 39.97505 42.15287 44.33085 46.51837 48.69459 50.87477 53.05492 55.23959 57.42677 59.60596 61.79188 63.97627 66.15691 68.33381 70.5107 72.7067 74.68099 76.79428 78.98639 80.85413 82.79631 84.96976 87.12554 89.30865 91.49268 93.66942 95.84885 98.02792 100.20524 102.36099 104.58298 106.76313 108.95303 111.13093 113.31173 115.49289 117.67785 119.85275 122.01975 124.00227 126.15191 128.33448 130.51688 132.69049 134.51844 136.58646 138.7598 140.93313 143.10704 144.99735 147.14769 149.34442 151.52755 153.71476 155.90606 158.09287 160.26865 162.43161 164.59209 166.7653 168.95362 171.14843 173.29702 175.45034 177.47328 179.24582 180.96166 182.90683 185.05397 187.2439 189.42431 191.5965 193.79042 195.98162 198.16391 200.37287 202.59995 204.58931 206.68648 208.86679 211.09065 213.3009 215.47174 217.63276 219.80251 221.99271 224.1762 226.34167],2,223.312,1999,231.73179,-6.378,110.071,Make Me Bad,Korn
TRAGPAF128EF34542A,0.600471580614,0.061,0,4,[1.83381 4.41272 7.01036 9.64891 12.25836 14.83991 17.40658 19.99076 22.57351 25.15341 27.73087 30.33809 32.94611 35.49732 38.06727 40.63756 43.23373 45.80816 48.38967 50.9716 53.57156 56.16348 58.72406 61.28877 63.86583 66.4202 68.97773 71.55587 74.13503 76.71276 79.28425 81.86594 84.46691 87.03056 89.61466 92.24331 94.83221 97.43254 100.01994 102.57366 105.15482 107.74145 110.33603 112.9255 115.501 118.08042 120.65771 123.23519 125.81312 128.40032 130.98076 133.55672 136.1412 138.72882 141.3162 143.88798 146.46959 149.04495 151.61043 154.18111 156.78018 159.37095 161.94626 164.50832 167.10347 169.68288],2,166.429,2007,175.80363,-5.911,93.061,Sensory Deprivation Adventure,From Autumn To Ashes
TRAGQBY128F42635B7,0.407233014901,0.0,0,4,[0.99837 3.21586 5.4377 7.66233 9.87924 12.10187 14.31965 16.54311 18.76119 20.98133 23.20831 25.4301 27.64465 29.85868 32.08256 34.30845 36.52765 38.75687 40.97712 43.19693 45.41917 47.64616 49.87348 52.08623 54.3042 56.52731 58.74689 60.96924 63.19099 65.41018 67.63309 69.86187 72.08769 74.30931 76.52766 78.74601 80.96573 83.18768 85.40798 87.63152 89.84972 92.07201 94.28628 96.50989 98.73239 100.9533 103.17886 105.40538 107.62496 109.84336 112.06822 114.28663 116.50946 118.72607 120.947 123.1699 125.38548 127.60297 129.8221 132.04561 134.27278 136.50501 138.73288 140.95027 143.17422 145.38753 147.61289 149.83701 152.05887 154.27764 156.50169 158.72005 160.93953 163.16217 165.38551 167.61119 169.8318 172.05498 174.27614 176.49567 178.71858 180.9358 183.15402 185.37501 187.59566 189.82137 192.04586 194.2609 196.48332 198.70539 200.92693 203.1519 205.36877 207.59162 209.81843 212.0367 214.2555 216.47346 218.69416 220.92133 223.14693 225.36922 227.59153 229.81459 232.03575 234.25205 236.4794 238.70106 240.91849 243.13516 245.35666 247.57983 249.79775 252.01432 254.23536 256.45922 258.67641 260.90072 263.12396 265.35303 267.57586 269.79178 272.01348 274.23645],4,262.246,0,280.81587,-12.346,108.047,One More Go Round,James Taylor
TRAGQQK128F42561AB,nan,0.241,0,1,[0.08204 0.78318 1.48432 2.18546 2.88661 3.58775 4.27722 4.99359 5.70821 6.41231 7.13043 7.83277 8.54563 9.25323 9.9696 10.68422 11.4076 12.13799 12.86838 13.59702 14.33579 15.07624 15.81947 16.55643 17.30149 18.04232 18.78213 19.53029 20.27808 21.02865 21.78621 22.50584 23.20967 23.89272 24.60735 25.34776 26.09714 26.84549 27.58804 28.32802 29.06858 29.81231 30.48881 31.17274 31.84355 32.51064 33.18122 33.85366 34.51398 35.20934 35.9082 36.63604 37.36598 38.09203 38.81233 39.53922 40.26611 40.99344 41.72295 42.44279 43.1639 43.8827 44.60243 45.32125 46.03569 46.75733 47.48246 48.20531 48.93466 49.65892 50.37804 51.09945 51.81951 52.54327 53.25698 53.97337 54.688 55.41139 56.09624 56.75657 57.44081 58.15367 58.87824 59.60447 60.35298 61.12216 61.91204 62.63718 63.36057 64.07312 64.78873 65.50719 66.2243 66.95194 67.67182 68.38821 69.10137 69.81843 70.53507 71.25161 71.96347 72.68322 73.39961 74.11774 74.83237 75.5435 76.25463 76.96226 77.67338 78.38101 79.09038 79.81027 80.53016 81.2553 81.96818 82.67405 83.39394 84.1127 84.82504 85.53968 86.25044 86.95329 87.66294 88.37233 89.08142 89.75885 90.41037 91.04766 91.66726 92.30423 92.98555 93.69253 94.39453 95.06482 95.73711 96.44634 97.13639 97.81622 98.50069 99.21123 99.92302 100.63038 101.33574 102.04377 102.7545 103.46668 104.18015 104.90255 105.6326 106.37074 107.09037 107.79151 108.49264 109.19764 109.90514 110.61126 111.31627 112.02126 112.72622 113.42926 114.13088 114.83109 115.52905 116.23651 116.94892 117.66629 118.36411 119.06359 119.76473 120.46586 121.16699 121.86813 122.56926 123.13416 123.68938 124.246 124.81092 125.35525 125.98558 126.70893 127.43053 128.14334 128.8544 129.56018 130.26069 130.96409 131.66687 132.37404 133.07086 133.77137 134.4754 135.17942 135.8727 136.52887 137.17478 137.83026 138.49529 139.19606 139.899 140.6041 141.29193 141.91111 142.46165 143.01226 143.56159 144.32202 145.06432 145.77713 146.48291 147.17815 147.88393 148.5862 149.31307 150.0171 150.70882 151.42023 152.22211 153.0089 153.71003 154.2674 154.89515 155.58882 156.30617 157.01968 157.74397 158.48227 159.1613 159.84363 160.52753 161.1449 161.78538 162.46775 163.19812 163.91205 164.60956 165.30148 165.98788 166.66874 167.30339 168.00173 168.73806 169.44357 170.15353 170.84068 171.49837 172.19399 172.90163 173.68202 174.3878 175.09885 175.79936 176.51042 177.2221 177.92673 178.63662 179.34065 180.04727 180.74772 181.44715 182.1507 182.85038 183.55675 184.26629 184.97558 185.68109 186.38298 187.08324 187.78786 188.49325 189.19226 189.89619 190.60326 191.31002 192.01694 192.71871 193.42392 194.12853 194.83555 195.53592 196.24311 196.94315 197.6468 198.34941 199.05097 199.75664 200.46054 201.1605 201.86172 202.56286 203.26247 203.9588 204.66036 205.3532 206.05127 206.74585 207.52 208.27868 209.0219 209.75315 210.47916 211.18247 211.89626 212.59782 213.29939 213.99637 214.69651 215.40966 216.11995 216.82326 217.52483 218.2229 218.91574 219.62079 220.31363 221.01476 221.72106 222.42565 223.12766 223.82712 224.52825 225.22939 225.93052 226.63066 227.33714 228.10517 228.93506 229.63619 230.33732 231.01696 231.6751 232.33138 232.98766 233.64825 234.33719 235.05621 235.77175 236.47428 237.19147 237.90825 238.62277 239.33299 240.04304 240.75535 241.45109 242.15154 242.85485 243.55292 244.25499 244.95231 245.6544 246.35995 247.05184 247.75646 248.45941 249.16059 249.86873 250.5736 251.27723 251.97787 252.67862 253.37959 254.07948 254.79059 255.49914 256.20419 256.90401 257.60209 258.30016 259.00696 259.70678 260.41009 261.11689 261.81846 262.52002 263.21809 263.91791 264.61948 265.3193 266.01911 266.71893 267.42057 268.121 268.81841 269.52104 270.22125 270.92601 271.6271 272.33131 273.03469 273.73896 274.41349 275.07485 275.7527 276.42458 277.09646 277.78057 278.46816 279.15227 279.83812 280.51349 281.19061 281.86424 282.49245 283.1471 283.8037 284.48605 285.20682 285.94156 286.47204 287.0073 287.54735 288.09059 288.63703 289.45036 290.21002 290.8819 291.57519 292.27141 292.95483 293.64417 294.33875 295.02635 295.71744 296.40853 297.09853 297.79966 298.50079 299.20193 299.90306 300.60419 301.30533],2,297.001,1967,309.52444,-18.581,84.853,Canto Triste,Edu Lobo
TRAGQVO128F145C0AF,0.572593044816,0.0,1,4,[1.05121 2.49148 3.93769 5.38521 6.83088 8.27321 9.71938 11.17199 12.61223 14.05683 15.50163 16.95364 18.40565 19.84795 21.2911 22.73821 24.1823 25.61959 27.06877 28.51988 29.96403 31.40647 32.85139 34.29997 35.75353 37.19721 38.64433 40.0928 41.53185 42.97693 44.41143 45.86991 47.31647 48.7573 50.208 51.65637 53.10046 54.53493 55.98373 57.4351 58.88119 60.32067 61.76637 63.21402 64.66007 66.10412 67.54747 68.99567 70.43696 71.88057 73.33024 74.78392 76.22943 77.66755 79.11623],0,72.464,1991,84.63628,-18.7,166.092,Say Your Prayers,Gang Starr
TRAGSGF128E0780CA7,0.810263613156,0.322,1,4,[0.84244 2.65298 4.43291 6.22564 8.01494 9.80581 11.59903 13.3874 15.1779 16.96892 18.75971 20.55178 22.34031 24.12755 25.9207 27.7142 29.50317 31.29466 33.08704 34.87683 36.66872 38.45481 40.24237 42.03201 43.82668 45.61736 47.41104 49.19987 50.99353 52.78508 54.57382 56.36301 58.15315 59.94452 61.73823 63.52805 65.31521 67.11276 68.90063 70.68759 72.48387 74.28547 76.07793 77.85259 79.64562 81.44857 83.22959 85.01454 86.80904 88.60414 90.39623 92.18933 93.97679 95.76178 97.54522 99.33674 101.12102 102.91124 104.70431 106.49402 108.28623 110.07266 111.85512 113.65485 115.44729 117.24179 119.03624 120.83155 122.62421 124.41233 126.19605 127.9916 129.78656 131.57609 133.36537 135.1523 136.94689 138.73997 140.53028 142.31568 144.10599 145.90454 147.69394 149.47732 151.26877 153.06622 154.86071 156.64287 158.42957 160.22723 162.02079 163.8073 165.59148 167.38921 169.17932 170.96699 172.75577 174.54513 176.33614 178.12726 179.91763 181.70994 183.50124 185.29045 187.08456 188.87466 190.658 192.45145 194.24616 196.03941 197.82802 199.61061 201.40639 203.09997 204.50315 206.26458 208.12172 209.9053 211.69777 213.48834 215.28342 217.06938 218.85664 220.66009 222.45061 224.23678 226.02732 227.81818 229.60914 231.39728 233.18979 234.98088 236.77 238.55827 240.34995 242.14109 243.93363 245.72204 247.51324 249.31995 251.11796 252.90673 254.70573 256.5066 258.20249 259.83743 261.62211 263.40678 265.19145 266.97612],2,258.305,2002,274.41587,-7.446,134.027,One I Love,Coldplay
TRAGSJQ128F149EF8D,0.574693297085,0.0,1,1,[0.24178 0.85006 1.47575 2.09353 2.70655 3.34965 3.98958 4.62793 5.27894 5.93629 6.59047 7.23515 7.87351 8.50237 9.11857 9.74743 10.38104 11.01306 11.64826 12.2597 12.89277 13.52585 14.15892 14.792 15.42507 16.07107 16.7015 17.33826 17.96236 18.49291 19.10059 19.78539 20.46748 21.12507 21.76315 22.40466 23.05092 23.69401 24.34344 24.96125 25.5838 26.20793 26.8289 27.45166 28.08267 28.7109 29.34452 29.97181 30.62125 31.26761 31.92255 32.57459 33.23157 33.85957 34.48803 35.12019 35.75136 36.39858 36.99018 37.52618 38.06509 38.60693 39.17884 39.80456 40.42236 41.04966 41.65797 42.2568 42.89517 43.53354 44.2395 45.02545 45.80958 46.59788 47.37471 48.0831 48.70564 49.33768 49.97288 50.60808 51.25118 51.90062 52.54214 53.18525 53.79039 54.39217 55.00203 55.64039 56.2859 56.95831 57.6109 58.25717 58.90028 59.52915 60.19936 60.93861 61.59268 62.23969 62.85907 63.4832 64.09942 64.72038 65.354 65.96547 66.5722 67.18684 67.80148 68.44142 69.09718 69.74819 70.40395 71.09931 71.83074 72.53289 73.21185 73.81067 74.48991 75.16289 75.82963 76.50062 77.1622 77.82268 78.48961 79.14102 79.79668 80.44008 81.08763 81.73443 82.37795 83.01907 83.67677 84.30267 84.92986 85.55992 86.19623 86.83711 87.48168 88.12111 88.75851 89.40509 90.04341 90.6798 91.31183 91.95386 92.59007 93.22459 93.85754 94.49146 95.1164 95.74429 96.37018 96.99411 97.62263 98.24026 98.86104 99.4792 100.09788 100.72893 101.34092 101.94974 102.55856 103.18167 103.80319 104.42312 105.0367 105.65346 106.27157 106.88785 107.502 108.12074 108.74181 109.35999 109.9831 110.61573 111.25312 111.88893 112.52791 113.17006 113.8138 114.45754 115.09494 115.74661 116.38675 117.04138 117.69949 118.35903 119.01501 119.62701 120.27257 120.90565 121.53873 122.18329 122.81396 123.47592 124.14627 124.78531 125.42675 126.05462 126.66834 127.286 127.91237 128.54641 129.18793 129.84355 130.49719 131.15083 131.80277 132.46011 133.10702 133.75963 134.41391 135.06828 135.72326 136.37696 137.02778 137.68047 138.34152 138.98685 139.63377 140.27116 140.9149 141.55864 142.19854 142.8394 143.49877 144.14717 144.80232 145.45631 146.10247 146.75098 147.39631 148.04799 148.70766 149.36114 150.00854 150.66329 151.30963 151.95711 152.60265 153.25068 153.89631 154.5464 155.19579 155.83503 156.48172 157.12626 157.76848 158.37368 158.91758 159.58161 160.23772 160.88591 161.52593 162.17384 162.82962 163.48776 164.143 164.79533 165.4335 166.07166 166.70551],9,166.487,2001,171.59791,-4.029,93.458,California_ Gracefully,Every Time I Die
TRAGVAO128F4289B5D,0.636635971004,2.734,0,4,[3.4299 6.08491 8.71978 11.43154 14.16112 16.89369 19.62861 22.36198 25.1422 27.90988 30.64423 33.40637 36.1238 38.88638 41.60303 44.31011 47.09325 49.77572 52.53002 55.29678 58.02048 60.77524 63.54286 66.09089 68.82598 71.55161 74.28449 77.01879 79.75192 82.49204 85.21676 87.94364 90.68679 93.41612 96.1543 98.88866 101.62359 104.34941 107.08038 109.82117 112.55476 115.28691 118.02117 120.76354 123.49174 126.22046 128.95962 131.69178 134.42735 137.15291 139.88637 142.63044 145.46949 148.20561 150.95848 153.6698 156.42702 158.79782 161.55785 167.22819 169.95928 174.74927 177.48077 180.20775 182.93619 185.67055 188.38902 191.14363 193.873 196.61005 199.35291 202.07534 204.80754 207.53987 210.27942 213.01248 215.74767 218.47738 221.19223 223.79064 226.6113 229.40846 232.1447 234.87404 237.60667 240.34191 243.07556 245.81053 248.54531 251.28105 254.01144 256.74171 259.48017 262.21023 264.94794 267.68078 270.40962 273.14504 275.87905 278.6147 281.35404 284.08098 286.81148 289.54549 292.26769],6,293.245,1995,298.00444,-5.16,87.747,Up North Trip,Mobb Deep
TRAGWTT128F148CF2C,0.598242154868,0.0,1,4,[0.99601 2.98823 4.99922 7.17011 9.33588 11.35887 13.31958 15.34773 17.12798 19.13419 21.13974 23.14755 25.15358 27.15689 29.15774 31.17344 33.18344 35.19675 37.20754 39.21194 41.22779 43.24715 45.25801 47.26128 49.26789 51.27493 53.28302 55.2928 57.30612 59.30393 61.31361 63.33921 65.35864 67.36589 69.37218 71.37848 73.39618 75.42228 77.41876 79.43009 81.43923 83.45543 85.45943 87.46573 89.47959 91.49362 93.50313 95.51066 97.52373 99.52806 101.53357 103.54397 105.55434 107.56522 109.57045 111.57749 113.59447 115.60448 117.61119 119.62117 121.63662 123.64176 125.65441 127.66215 129.67592 131.68023 133.68604 135.68765 137.6891 139.70077 141.72395 143.72959 145.74719 147.76409 149.77442 151.78247 153.79304 155.81298 157.82488 159.83334 161.84605 163.83946 165.85002 167.85933 169.87113 171.88393 173.89161 175.88964 177.88049 179.88098 181.91477 183.93939 185.95795 187.96108 189.95382 191.9651 193.98249 195.98893 197.98714 199.99204 202.00172 204.01703 206.03329 208.04667 210.07084 212.06277 214.0649 216.07397 218.07982 220.08415 222.09302 224.11308 226.12195 228.12651 230.14215 232.16193 234.17102 236.17549 238.18844 240.19583 242.19413 244.18964 246.19345 248.2027 250.21664 252.23181 254.25091 256.26887 258.27905 260.28249 262.29186 264.31005 266.30234 268.31224 270.34345 272.34494 274.34603 276.34698 278.36828 280.38415 282.40213 284.39744 286.39723 288.40621 290.41116 292.41814 294.42238 296.42494 298.43415 300.44921 302.46336 304.47649 306.47755 308.49045 310.51138 312.58893 314.81342 316.80653 318.87864 320.9327 323.04195],10,326.06,1997,332.93016,-8.416,119.461,Cerilene,Sister Hazel
TRAGXUZ128F9311745,nan,2.258,1,4,[0.86146 2.07087 3.28356 4.48123 5.68246 6.8876 8.10729 9.33487 10.57118 11.80673 13.0331 14.26385 15.48041 16.70451 17.927 19.15609 20.37675 21.60209 22.83196 24.05444 25.28665 26.51156 27.74249 28.96672 30.19714 31.42792 32.65576 33.89085 35.12176 36.35694 37.58831 38.814 40.03478 41.26017 42.48384 43.7122 44.93686 46.15633 47.37112 48.57756 49.79144 51.00722 52.23336 53.45807 54.67529 55.89979 57.11896 58.33834 59.55691 60.77661 61.99556 63.21577 64.43969 65.66372 66.88304 68.10241 69.32107 70.54441 71.77326 72.99994 74.22292],1,74.449,1959,80.03873,-13.136,196.303,You Tell Me,Johnny Cash
